p,propLabel,eff
http://www.wikidata.org/prop/direct/P4399,Itaú Cultural ID,1
http://www.wikidata.org/prop/direct/P4439,MNCARS artist ID,1
http://www.wikidata.org/prop/direct/P4343,WBPLN author ID,1
http://www.wikidata.org/prop/direct/P4514,Africultures person ID,1
http://www.wikidata.org/prop/direct/P4759,Luminous-Lint ID,1
http://www.wikidata.org/prop/direct/P4602,date of burial or cremation,1
http://www.wikidata.org/prop/direct/P4629,Online Books Page author ID,1
http://www.wikidata.org/prop/direct/P4666,CineMagia person ID,1
http://www.wikidata.org/prop/direct/P4772,compArt person ID,1
http://www.wikidata.org/prop/direct/P4839,Wolfram Language entity code,1
http://www.wikidata.org/prop/direct/P5021,assessment,1
http://www.wikidata.org/prop/direct/P5271,Saint Louis Art Museum person ID,1
http://www.wikidata.org/prop/direct/P5421,Trading Card Database person ID,1
http://www.wikidata.org/prop/direct/P5419,NYRB contributor ID,1
http://www.wikidata.org/prop/direct/P5516,Virtual Laboratory person ID,1
http://www.wikidata.org/prop/direct/P5597,Artcyclopedia artist ID,1
http://www.wikidata.org/prop/direct/P5695,Bibliopoche author ID,1
http://www.wikidata.org/prop/direct/P5882,Muziekweb performer ID,1
http://www.wikidata.org/prop/direct/P6002,WikiArt ID,1
http://www.wikidata.org/prop/direct/P6178,Dimensions author ID,1
http://www.wikidata.org/prop/direct/P6295,ARTIC artist ID,1
http://www.wikidata.org/prop/direct/P6573,Klexikon article ID,1
http://www.wikidata.org/prop/direct/P6645,Stedelijk Museum Amsterdam ID,1
http://www.wikidata.org/prop/direct/P6698,Japan Search name ID,1
http://www.wikidata.org/prop/direct/P6802,related image,1
http://www.wikidata.org/prop/direct/P6812,AntWiki article ID,1
http://www.wikidata.org/prop/direct/P6844,abART person ID,1
http://www.wikidata.org/prop/direct/P6868,Hoopla artist ID,1
http://www.wikidata.org/prop/direct/P7029,National Library of Russia ID,1
http://www.wikidata.org/prop/direct/P7109,Acharts.co artist ID,1
http://www.wikidata.org/prop/direct/P7212,LyricsTranslate ID,1
http://www.wikidata.org/prop/direct/P7311,Aozora Bunko author ID,1
http://www.wikidata.org/prop/direct/P7445,Basis Wien person ID,1
http://www.wikidata.org/prop/direct/P7502,Golden ID,1
http://www.wikidata.org/prop/direct/P7753,Projekt Gutenberg-DE author ID,1
http://www.wikidata.org/prop/direct/P7800,bauhaus.community ID,1
http://www.wikidata.org/prop/direct/P7847,DigitaltMuseum ID,1
http://www.wikidata.org/prop/direct/P8024,Nobel Laureate API ID,1
http://www.wikidata.org/prop/direct/P8214,curriculum vitae URL,1
http://www.wikidata.org/prop/direct/P8219,ASUT ID,1
http://www.wikidata.org/prop/direct/P8235,LiederNet composer ID,1
http://www.wikidata.org/prop/direct/P8309,Yle topic ID,1
http://www.wikidata.org/prop/direct/P8317,Philadelphia Museum of Art entity ID,1
http://www.wikidata.org/prop/direct/P8547,BHF author ID,1
http://www.wikidata.org/prop/direct/P8589,Carl-Maria-von-Weber-Gesamtausgabe ID,1
http://www.wikidata.org/prop/direct/P8854,Salzburgwiki ID,1
http://www.wikidata.org/prop/direct/P8914,ZOBODAT person ID,1
http://www.wikidata.org/prop/direct/P8982,Pontificio Istituto di Archeologia Cristiana ID,1
http://www.wikidata.org/prop/direct/P8990,World Rowing rower UUID,1
http://www.wikidata.org/prop/direct/P9049,ICCD agent ID,1
http://www.wikidata.org/prop/direct/P9081,SEARCH on line catalogue ID,1
http://www.wikidata.org/prop/direct/P9179,Biblioteca Iglesia Nacional Española en Roma ID,1
http://www.wikidata.org/prop/direct/P9223,Provenio UUID,1
http://www.wikidata.org/prop/direct/P9415,ÖCV Biolex ID,1
http://www.wikidata.org/prop/direct/P9463,MovieMeter person ID,1
http://www.wikidata.org/prop/direct/P9556,LTit person ID,1
http://www.wikidata.org/prop/direct/P9627,Romanistenlexikon ID,1
http://www.wikidata.org/prop/direct/P9625,Dizionario Biografico dell'Educazione (1800–2000) ID,1
http://www.wikidata.org/prop/direct/P9662,LdiF person ID,1
http://www.wikidata.org/prop/direct/P9661,EBAF authority ID,1
http://www.wikidata.org/prop/direct/P9670,ZKM person ID,1
http://www.wikidata.org/prop/direct/P9682,Gutenberg Biographics ID,1
http://www.wikidata.org/prop/direct/P9791,ASEE person ID,1
http://www.wikidata.org/prop/direct/P9871,INAPP author ID,1
http://www.wikidata.org/prop/direct/P9880,Festivaletteratura person ID,1
http://www.wikidata.org/prop/direct/P10069,Tabakalera ID,1
http://www.wikidata.org/prop/direct/P10297,Google Arts & Culture entity ID,1
http://www.wikidata.org/prop/direct/P10372,Offizielle Deutsche Charts person ID,1
http://www.wikidata.org/prop/direct/P10861,Springer Nature person ID,1
http://www.wikidata.org/prop/direct/P10780,Radio France person ID,1
http://www.wikidata.org/prop/direct/P10902,FirstCycling rider ID,1
http://www.wikidata.org/prop/direct/P10925,Galleria Recta artist ID,1
http://www.wikidata.org/prop/direct/P11514,Great Russian Encyclopedia portal ID,1
http://www.wikidata.org/prop/direct/P11825,LiteraturPort autorenlexikon ID,1
http://www.wikidata.org/prop/direct/P11936,Biblioteca centrale Cappuccini authority ID,1
http://www.wikidata.org/prop/direct/P12141,Fondazione Fiera ID,1
http://www.wikidata.org/prop/direct/P12430,The StoryGraph author ID,1
http://www.wikidata.org/prop/direct/P13019,RedBA Granada authority ID,1
http://www.wikidata.org/prop/direct/P13030,Münzkabinett ID,1
http://www.wikidata.org/prop/direct/P13212,MACM artist ID,1
http://www.wikidata.org/prop/direct/P13226,Hessian Biography person (GND) ID,1
http://www.wikidata.org/prop/direct/P13311,Digital Scriptorium Catalog item ID,1
http://www.wikidata.org/prop/direct/P13455,Dezède person ID,1
http://www.wikidata.org/prop/direct/P13591,Yale LUX ID,1
